epoca,a,b,mse
48,60.0000000000,70.0000000000,0.0000000000
49,60.0000000000,70.0000000000,0.0000000000
50,60.0000000000,70.0000000000,0.0000000000
51,60.0000000000,70.0000000000,0.0000000000
52,60.0000000000,70.0000000000,0.0000000000
53,60.0000000000,70.0000000000,0.0000000000
54,60.0000000000,70.0000000000,0.0000000000
55,60.0000000000,70.0000000000,0.0000000000
56,60.0000000000,70.0000000000,0.0000000000
57,60.0000000000,70.0000000000,0.0000000000
58,60.0000000000,70.0000000000,0.0000000000
59,60.0000000000,70.0000000000,0.0000000000
60,60.0000000000,70.0000000000,0.0000000000
61,60.0000000000,70.0000000000,0.0000000000
62,60.0000000000,70.0000000000,0.0000000000
63,60.0000000000,70.0000000000,0.0000000000
64,60.0000000000,70.0000000000,0.0000000000
65,60.0000000000,70.0000000000,0.0000000000
66,60.0000000000,70.0000000000,0.0000000000
67,60.0000000000,70.0000000000,0.0000000000
68,60.0000000000,70.0000000000,0.0000000000
69,60.0000000000,70.0000000000,0.0000000000
70,60.0000000000,70.0000000000,0.0000000000
71,60.0000000000,70.0000000000,0.0000000000
72,60.0000000000,70.0000000000,0.0000000000
73,60.0000000000,70.0000000000,0.0000000000
74,60.0000000000,70.0000000000,0.0000000000
75,60.0000000000,70.0000000000,0.0000000000
76,60.0000000000,70.0000000000,0.0000000000
77,60.0000000000,70.0000000000,0.0000000000
78,60.0000000000,70.0000000000,0.0000000000
79,60.0000000000,70.0000000000,0.0000000000
80,60.0000000000,70.0000000000,0.0000000000
81,60.0000000000,70.0000000000,0.0000000000
82,60.0000000000,70.0000000000,0.0000000000
83,60.0000000000,70.0000000000,0.0000000000
84,60.0000000000,70.0000000000,0.0000000000
85,60.0000000000,70.0000000000,0.0000000000
86,60.0000000000,70.0000000000,0.0000000000
87,60.0000000000,70.0000000000,0.0000000000
88,60.0000000000,70.0000000000,0.0000000000
89,60.0000000000,70.0000000000,0.0000000000
90,60.0000000000,70.0000000000,0.0000000000
91,60.0000000000,70.0000000000,0.0000000000
92,60.0000000000,70.0000000000,0.0000000000
93,60.0000000000,70.0000000000,0.0000000000
94,60.0000000000,70.0000000000,0.0000000000
95,60.0000000000,70.0000000000,0.0000000000
96,60.0000000000,70.0000000000,0.0000000000
97,60.0000000000,70.0000000000,0.0000000000
98,60.0000000000,70.0000000000,0.0000000000
99,60.0000000000,70.0000000000,0.0000000000
100,60.0000000000,70.0000000000,0.0000000000
101,60.0000000000,70.0000000000,0.0000000000
102,60.0000000000,70.0000000000,0.0000000000
103,60.0000000000,70.0000000000,0.0000000000
104,60.0000000000,70.0000000000,0.0000000000
105,60.0000000000,70.0000000000,0.0000000000
106,60.0000000000,70.0000000000,0.0000000000
107,60.0000000000,70.0000000000,0.0000000000
108,60.0000000000,70.0000000000,0.0000000000
109,60.0000000000,70.0000000000,0.0000000000
110,60.0000000000,70.0000000000,0.0000000000
111,60.0000000000,70.0000000000,0.0000000000
112,60.0000000000,70.0000000000,0.0000000000
113,60.0000000000,70.0000000000,0.0000000000
114,60.0000000000,70.0000000000,0.0000000000
115,60.0000000000,70.0000000000,0.0000000000
116,60.0000000000,70.0000000000,0.0000000000
117,60.0000000000,70.0000000000,0.0000000000
118,60.0000000000,70.0000000000,0.0000000000
119,60.0000000000,70.0000000000,0.0000000000
120,60.0000000000,70.0000000000,0.0000000000
121,60.0000000000,70.0000000000,0.0000000000
122,60.0000000000,70.0000000000,0.0000000000
123,60.0000000000,70.0000000000,0.0000000000
124,60.0000000000,70.0000000000,0.0000000000
125,60.0000000000,70.0000000000,0.0000000000
126,60.0000000000,70.0000000000,0.0000000000
127,60.0000000000,70.0000000000,0.0000000000
128,60.0000000000,70.0000000000,0.0000000000
129,60.0000000000,70.0000000000,0.0000000000
130,60.0000000000,70.0000000000,0.0000000000
131,60.0000000000,70.0000000000,0.0000000000
132,60.0000000000,70.0000000000,0.0000000000
133,60.0000000000,70.0000000000,0.0000000000
134,60.0000000000,70.0000000000,0.0000000000
135,60.0000000000,70.0000000000,0.0000000000
136,60.0000000000,70.0000000000,0.0000000000
137,60.0000000000,70.0000000000,0.0000000000
138,60.0000000000,70.0000000000,0.0000000000
139,60.0000000000,70.0000000000,0.0000000000
140,60.0000000000,70.0000000000,0.0000000000
141,60.0000000000,70.0000000000,0.0000000000
142,60.0000000000,70.0000000000,0.0000000000
143,60.0000000000,70.0000000000,0.0000000000
144,60.0000000000,70.0000000000,0.0000000000
145,60.0000000000,70.0000000000,0.0000000000
146,60.0000000000,70.0000000000,0.0000000000
147,60.0000000000,70.0000000000,0.0000000000
148,60.0000000000,70.0000000000,0.0000000000
149,60.0000000000,70.0000000000,0.0000000000
150,60.0000000000,70.0000000000,0.0000000000
151,60.0000000000,70.0000000000,0.0000000000
152,60.0000000000,70.0000000000,0.0000000000
153,60.0000000000,70.0000000000,0.0000000000
154,60.0000000000,70.0000000000,0.0000000000
155,60.0000000000,70.0000000000,0.0000000000
156,60.0000000000,70.0000000000,0.0000000000
157,60.0000000000,70.0000000000,0.0000000000
158,60.0000000000,70.0000000000,0.0000000000
159,60.0000000000,70.0000000000,0.0000000000
160,60.0000000000,70.0000000000,0.0000000000
161,60.0000000000,70.0000000000,0.0000000000
162,60.0000000000,70.0000000000,0.0000000000
163,60.0000000000,70.0000000000,0.0000000000
164,60.0000000000,70.0000000000,0.0000000000
165,60.0000000000,70.0000000000,0.0000000000
166,60.0000000000,70.0000000000,0.0000000000
167,60.0000000000,70.0000000000,0.0000000000
168,60.0000000000,70.0000000000,0.0000000000
169,60.0000000000,70.0000000000,0.0000000000
170,60.0000000000,70.0000000000,0.0000000000
171,60.0000000000,70.0000000000,0.0000000000
172,60.0000000000,70.0000000000,0.0000000000
173,60.0000000000,70.0000000000,0.0000000000
174,60.0000000000,70.0000000000,0.0000000000
175,60.0000000000,70.0000000000,0.0000000000
176,60.0000000000,70.0000000000,0.0000000000
177,60.0000000000,70.0000000000,0.0000000000
178,60.0000000000,70.0000000000,0.0000000000
179,60.0000000000,70.0000000000,0.0000000000
180,60.0000000000,70.0000000000,0.0000000000
181,60.0000000000,70.0000000000,0.0000000000
182,60.0000000000,70.0000000000,0.0000000000
183,60.0000000000,70.0000000000,0.0000000000
184,60.0000000000,70.0000000000,0.0000000000
185,60.0000000000,70.0000000000,0.0000000000
186,60.0000000000,70.0000000000,0.0000000000
187,60.0000000000,70.0000000000,0.0000000000
188,60.0000000000,70.0000000000,0.0000000000
189,60.0000000000,70.0000000000,0.0000000000
190,60.0000000000,70.0000000000,0.0000000000
191,60.0000000000,70.0000000000,0.0000000000
192,60.0000000000,70.0000000000,0.0000000000
193,60.0000000000,70.0000000000,0.0000000000
194,60.0000000000,70.0000000000,0.0000000000
195,60.0000000000,70.0000000000,0.0000000000
196,60.0000000000,70.0000000000,0.0000000000
197,60.0000000000,70.0000000000,0.0000000000
198,60.0000000000,70.0000000000,0.0000000000
199,60.0000000000,70.0000000000,0.0000000000
200,60.0000000000,70.0000000000,0.0000000000
201,60.0000000000,70.0000000000,0.0000000000
202,60.0000000000,70.0000000000,0.0000000000
203,60.0000000000,70.0000000000,0.0000000000
204,60.0000000000,70.0000000000,0.0000000000
205,60.0000000000,70.0000000000,0.0000000000
206,60.0000000000,70.0000000000,0.0000000000
207,60.0000000000,70.0000000000,0.0000000000
208,60.0000000000,70.0000000000,0.0000000000
209,60.0000000000,70.0000000000,0.0000000000
210,60.0000000000,70.0000000000,0.0000000000
211,60.0000000000,70.0000000000,0.0000000000
212,60.0000000000,70.0000000000,0.0000000000
213,60.0000000000,70.0000000000,0.0000000000
214,60.0000000000,70.0000000000,0.0000000000
215,60.0000000000,70.0000000000,0.0000000000
216,60.0000000000,70.0000000000,0.0000000000
217,60.0000000000,70.0000000000,0.0000000000
218,60.0000000000,70.0000000000,0.0000000000
219,60.0000000000,70.0000000000,0.0000000000
220,60.0000000000,70.0000000000,0.0000000000
221,60.0000000000,70.0000000000,0.0000000000
222,60.0000000000,70.0000000000,0.0000000000
223,60.0000000000,70.0000000000,0.0000000000
224,60.0000000000,70.0000000000,0.0000000000
225,60.0000000000,70.0000000000,0.0000000000
226,60.0000000000,70.0000000000,0.0000000000
227,60.0000000000,70.0000000000,0.0000000000
228,60.0000000000,70.0000000000,0.0000000000
229,60.0000000000,70.0000000000,0.0000000000
230,60.0000000000,70.0000000000,0.0000000000
231,60.0000000000,70.0000000000,0.0000000000
232,60.0000000000,70.0000000000,0.0000000000
233,60.0000000000,70.0000000000,0.0000000000
234,60.0000000000,70.0000000000,0.0000000000
235,60.0000000000,70.0000000000,0.0000000000
236,60.0000000000,70.0000000000,0.0000000000
237,60.0000000000,70.0000000000,0.0000000000
238,60.0000000000,70.0000000000,0.0000000000
239,60.0000000000,70.0000000000,0.0000000000
240,60.0000000000,70.0000000000,0.0000000000
241,60.0000000000,70.0000000000,0.0000000000
242,60.0000000000,70.0000000000,0.0000000000
243,60.0000000000,70.0000000000,0.0000000000
244,60.0000000000,70.0000000000,0.0000000000
245,60.0000000000,70.0000000000,0.0000000000
246,60.0000000000,70.0000000000,0.0000000000
247,60.0000000000,70.0000000000,0.0000000000
248,60.0000000000,70.0000000000,0.0000000000
249,60.0000000000,70.0000000000,0.0000000000
250,60.0000000000,70.0000000000,0.0000000000
251,60.0000000000,70.0000000000,0.0000000000
252,60.0000000000,70.0000000000,0.0000000000
253,60.0000000000,70.0000000000,0.0000000000
254,60.0000000000,70.0000000000,0.0000000000
255,60.0000000000,70.0000000000,0.0000000000
256,60.0000000000,70.0000000000,0.0000000000
257,60.0000000000,70.0000000000,0.0000000000
258,60.0000000000,70.0000000000,0.0000000000
259,60.0000000000,70.0000000000,0.0000000000
260,60.0000000000,70.0000000000,0.0000000000
261,60.0000000000,70.0000000000,0.0000000000
262,60.0000000000,70.0000000000,0.0000000000
263,60.0000000000,70.0000000000,0.0000000000
264,60.0000000000,70.0000000000,0.0000000000
265,60.0000000000,70.0000000000,0.0000000000
266,60.0000000000,70.0000000000,0.0000000000
267,60.0000000000,70.0000000000,0.0000000000
268,60.0000000000,70.0000000000,0.0000000000
269,60.0000000000,70.0000000000,0.0000000000
270,60.0000000000,70.0000000000,0.0000000000
271,60.0000000000,70.0000000000,0.0000000000
272,60.0000000000,70.0000000000,0.0000000000
273,60.0000000000,70.0000000000,0.0000000000
274,60.0000000000,70.0000000000,0.0000000000
275,60.0000000000,70.0000000000,0.0000000000
276,60.0000000000,70.0000000000,0.0000000000
277,60.0000000000,70.0000000000,0.0000000000
278,60.0000000000,70.0000000000,0.0000000000
279,60.0000000000,70.0000000000,0.0000000000
280,60.0000000000,70.0000000000,0.0000000000
281,60.0000000000,70.0000000000,0.0000000000
282,60.0000000000,70.0000000000,0.0000000000
283,60.0000000000,70.0000000000,0.0000000000
284,60.0000000000,70.0000000000,0.0000000000
285,60.0000000000,70.0000000000,0.0000000000
286,60.0000000000,70.0000000000,0.0000000000
287,60.0000000000,70.0000000000,0.0000000000
288,60.0000000000,70.0000000000,0.0000000000
289,60.0000000000,70.0000000000,0.0000000000
290,60.0000000000,70.0000000000,0.0000000000
291,60.0000000000,70.0000000000,0.0000000000
292,60.0000000000,70.0000000000,0.0000000000
293,60.0000000000,70.0000000000,0.0000000000
294,60.0000000000,70.0000000000,0.0000000000
295,60.0000000000,70.0000000000,0.0000000000
296,60.0000000000,70.0000000000,0.0000000000
297,60.0000000000,70.0000000000,0.0000000000
298,60.0000000000,70.0000000000,0.0000000000
299,60.0000000000,70.0000000000,0.0000000000
300,60.0000000000,70.0000000000,0.0000000000
301,60.0000000000,70.0000000000,0.0000000000
302,60.0000000000,70.0000000000,0.0000000000
303,60.0000000000,70.0000000000,0.0000000000
304,60.0000000000,70.0000000000,0.0000000000
305,60.0000000000,70.0000000000,0.0000000000
306,60.0000000000,70.0000000000,0.0000000000
307,60.0000000000,70.0000000000,0.0000000000
308,60.0000000000,70.0000000000,0.0000000000
309,60.0000000000,70.0000000000,0.0000000000
310,60.0000000000,70.0000000000,0.0000000000
311,60.0000000000,70.0000000000,0.0000000000
312,60.0000000000,70.0000000000,0.0000000000
313,60.0000000000,70.0000000000,0.0000000000
314,60.0000000000,70.0000000000,0.0000000000
315,60.0000000000,70.0000000000,0.0000000000
316,60.0000000000,70.0000000000,0.0000000000
317,60.0000000000,70.0000000000,0.0000000000
318,60.0000000000,70.0000000000,0.0000000000
319,60.0000000000,70.0000000000,0.0000000000
320,60.0000000000,70.0000000000,0.0000000000
321,60.0000000000,70.0000000000,0.0000000000
322,60.0000000000,70.0000000000,0.0000000000
323,60.0000000000,70.0000000000,0.0000000000
324,60.0000000000,70.0000000000,0.0000000000
325,60.0000000000,70.0000000000,0.0000000000
326,60.0000000000,70.0000000000,0.0000000000
327,60.0000000000,70.0000000000,0.0000000000
328,60.0000000000,70.0000000000,0.0000000000
329,60.0000000000,70.0000000000,0.0000000000
330,60.0000000000,70.0000000000,0.0000000000
331,60.0000000000,70.0000000000,0.0000000000
332,60.0000000000,70.0000000000,0.0000000000
333,60.0000000000,70.0000000000,0.0000000000
334,60.0000000000,70.0000000000,0.0000000000
335,60.0000000000,70.0000000000,0.0000000000
336,60.0000000000,70.0000000000,0.0000000000
337,60.0000000000,70.0000000000,0.0000000000
338,60.0000000000,70.0000000000,0.0000000000
339,60.0000000000,70.0000000000,0.0000000000
340,60.0000000000,70.0000000000,0.0000000000
341,60.0000000000,70.0000000000,0.0000000000
342,60.0000000000,70.0000000000,0.0000000000
343,60.0000000000,70.0000000000,0.0000000000
344,60.0000000000,70.0000000000,0.0000000000
345,60.0000000000,70.0000000000,0.0000000000
346,60.0000000000,70.0000000000,0.0000000000
347,60.0000000000,70.0000000000,0.0000000000
348,60.0000000000,70.0000000000,0.0000000000
349,60.0000000000,70.0000000000,0.0000000000
350,60.0000000000,70.0000000000,0.0000000000
351,60.0000000000,70.0000000000,0.0000000000
352,60.0000000000,70.0000000000,0.0000000000
353,60.0000000000,70.0000000000,0.0000000000
354,60.0000000000,70.0000000000,0.0000000000
355,60.0000000000,70.0000000000,0.0000000000
356,60.0000000000,70.0000000000,0.0000000000
357,60.0000000000,70.0000000000,0.0000000000
358,60.0000000000,70.0000000000,0.0000000000
359,60.0000000000,70.0000000000,0.0000000000
360,60.0000000000,70.0000000000,0.0000000000
361,60.0000000000,70.0000000000,0.0000000000
362,60.0000000000,70.0000000000,0.0000000000
363,60.0000000000,70.0000000000,0.0000000000
364,60.0000000000,70.0000000000,0.0000000000
365,60.0000000000,70.0000000000,0.0000000000
366,60.0000000000,70.0000000000,0.0000000000
367,60.0000000000,70.0000000000,0.0000000000
368,60.0000000000,70.0000000000,0.0000000000
369,60.0000000000,70.0000000000,0.0000000000
370,60.0000000000,70.0000000000,0.0000000000
371,60.0000000000,70.0000000000,0.0000000000
372,60.0000000000,70.0000000000,0.0000000000
373,60.0000000000,70.0000000000,0.0000000000
374,60.0000000000,70.0000000000,0.0000000000
375,60.0000000000,70.0000000000,0.0000000000
376,60.0000000000,70.0000000000,0.0000000000
377,60.0000000000,70.0000000000,0.0000000000
378,60.0000000000,70.0000000000,0.0000000000
379,60.0000000000,70.0000000000,0.0000000000
380,60.0000000000,70.0000000000,0.0000000000
381,60.0000000000,70.0000000000,0.0000000000
382,60.0000000000,70.0000000000,0.0000000000
383,60.0000000000,70.0000000000,0.0000000000
384,60.0000000000,70.0000000000,0.0000000000
385,60.0000000000,70.0000000000,0.0000000000
386,60.0000000000,70.0000000000,0.0000000000
387,60.0000000000,70.0000000000,0.0000000000
388,60.0000000000,70.0000000000,0.0000000000
389,60.0000000000,70.0000000000,0.0000000000
390,60.0000000000,70.0000000000,0.0000000000
391,60.0000000000,70.0000000000,0.0000000000
392,60.0000000000,70.0000000000,0.0000000000
393,60.0000000000,70.0000000000,0.0000000000
394,60.0000000000,70.0000000000,0.0000000000
395,60.0000000000,70.0000000000,0.0000000000
396,60.0000000000,70.0000000000,0.0000000000
397,60.0000000000,70.0000000000,0.0000000000
398,60.0000000000,70.0000000000,0.0000000000
399,60.0000000000,70.0000000000,0.0000000000
400,60.0000000000,70.0000000000,0.0000000000
401,60.0000000000,70.0000000000,0.0000000000
402,60.0000000000,70.0000000000,0.0000000000
403,60.0000000000,70.0000000000,0.0000000000
404,60.0000000000,70.0000000000,0.0000000000
405,60.0000000000,70.0000000000,0.0000000000
406,60.0000000000,70.0000000000,0.0000000000
407,60.0000000000,70.0000000000,0.0000000000
408,60.0000000000,70.0000000000,0.0000000000
409,60.0000000000,70.0000000000,0.0000000000
410,60.0000000000,70.0000000000,0.0000000000
411,60.0000000000,70.0000000000,0.0000000000
412,60.0000000000,70.0000000000,0.0000000000
413,60.0000000000,70.0000000000,0.0000000000
414,60.0000000000,70.0000000000,0.0000000000
415,60.0000000000,70.0000000000,0.0000000000
416,60.0000000000,70.0000000000,0.0000000000
417,60.0000000000,70.0000000000,0.0000000000
418,60.0000000000,70.0000000000,0.0000000000
419,60.0000000000,70.0000000000,0.0000000000
420,60.0000000000,70.0000000000,0.0000000000
421,60.0000000000,70.0000000000,0.0000000000
422,60.0000000000,70.0000000000,0.0000000000
423,60.0000000000,70.0000000000,0.0000000000
424,60.0000000000,70.0000000000,0.0000000000
425,60.0000000000,70.0000000000,0.0000000000
426,60.0000000000,70.0000000000,0.0000000000
427,60.0000000000,70.0000000000,0.0000000000
428,60.0000000000,70.0000000000,0.0000000000
429,60.0000000000,70.0000000000,0.0000000000
430,60.0000000000,70.0000000000,0.0000000000
431,60.0000000000,70.0000000000,0.0000000000
432,60.0000000000,70.0000000000,0.0000000000
433,60.0000000000,70.0000000000,0.0000000000
434,60.0000000000,70.0000000000,0.0000000000
435,60.0000000000,70.0000000000,0.0000000000
436,60.0000000000,70.0000000000,0.0000000000
437,60.0000000000,70.0000000000,0.0000000000
438,60.0000000000,70.0000000000,0.0000000000
439,60.0000000000,70.0000000000,0.0000000000
440,60.0000000000,70.0000000000,0.0000000000
441,60.0000000000,70.0000000000,0.0000000000
442,60.0000000000,70.0000000000,0.0000000000
443,60.0000000000,70.0000000000,0.0000000000
444,60.0000000000,70.0000000000,0.0000000000
445,60.0000000000,70.0000000000,0.0000000000
446,60.0000000000,70.0000000000,0.0000000000
447,60.0000000000,70.0000000000,0.0000000000
448,60.0000000000,70.0000000000,0.0000000000
449,60.0000000000,70.0000000000,0.0000000000
450,60.0000000000,70.0000000000,0.0000000000
451,60.0000000000,70.0000000000,0.0000000000
452,60.0000000000,70.0000000000,0.0000000000
453,60.0000000000,70.0000000000,0.0000000000
454,60.0000000000,70.0000000000,0.0000000000
455,60.0000000000,70.0000000000,0.0000000000
456,60.0000000000,70.0000000000,0.0000000000
457,60.0000000000,70.0000000000,0.0000000000
458,60.0000000000,70.0000000000,0.0000000000
459,60.0000000000,70.0000000000,0.0000000000
460,60.0000000000,70.0000000000,0.0000000000
461,60.0000000000,70.0000000000,0.0000000000
462,60.0000000000,70.0000000000,0.0000000000
463,60.0000000000,70.0000000000,0.0000000000
464,60.0000000000,70.0000000000,0.0000000000
465,60.0000000000,70.0000000000,0.0000000000
466,60.0000000000,70.0000000000,0.0000000000
467,60.0000000000,70.0000000000,0.0000000000
468,60.0000000000,70.0000000000,0.0000000000
469,60.0000000000,70.0000000000,0.0000000000
470,60.0000000000,70.0000000000,0.0000000000
471,60.0000000000,70.0000000000,0.0000000000
472,60.0000000000,70.0000000000,0.0000000000
473,60.0000000000,70.0000000000,0.0000000000
474,60.0000000000,70.0000000000,0.0000000000
475,60.0000000000,70.0000000000,0.0000000000
476,60.0000000000,70.0000000000,0.0000000000
477,60.0000000000,70.0000000000,0.0000000000
478,60.0000000000,70.0000000000,0.0000000000
479,60.0000000000,70.0000000000,0.0000000000
480,60.0000000000,70.0000000000,0.0000000000
481,60.0000000000,70.0000000000,0.0000000000
482,60.0000000000,70.0000000000,0.0000000000
483,60.0000000000,70.0000000000,0.0000000000
484,60.0000000000,70.0000000000,0.0000000000
485,60.0000000000,70.0000000000,0.0000000000
486,60.0000000000,70.0000000000,0.0000000000
487,60.0000000000,70.0000000000,0.0000000000
488,60.0000000000,70.0000000000,0.0000000000
489,60.0000000000,70.0000000000,0.0000000000
490,60.0000000000,70.0000000000,0.0000000000
491,60.0000000000,70.0000000000,0.0000000000
492,60.0000000000,70.0000000000,0.0000000000
493,60.0000000000,70.0000000000,0.0000000000
494,60.0000000000,70.0000000000,0.0000000000
495,60.0000000000,70.0000000000,0.0000000000
496,60.0000000000,70.0000000000,0.0000000000
497,60.0000000000,70.0000000000,0.0000000000
498,60.0000000000,70.0000000000,0.0000000000
499,60.0000000000,70.0000000000,0.0000000000
500,60.0000000000,70.0000000000,0.0000000000
501,60.0000000000,70.0000000000,0.0000000000
502,60.0000000000,70.0000000000,0.0000000000
503,60.0000000000,70.0000000000,0.0000000000
504,60.0000000000,70.0000000000,0.0000000000
505,60.0000000000,70.0000000000,0.0000000000
506,60.0000000000,70.0000000000,0.0000000000
507,60.0000000000,70.0000000000,0.0000000000
508,60.0000000000,70.0000000000,0.0000000000
509,60.0000000000,70.0000000000,0.0000000000
510,60.0000000000,70.0000000000,0.0000000000
511,60.0000000000,70.0000000000,0.0000000000
512,60.0000000000,70.0000000000,0.0000000000
513,60.0000000000,70.0000000000,0.0000000000
514,60.0000000000,70.0000000000,0.0000000000
515,60.0000000000,70.0000000000,0.0000000000
516,60.0000000000,70.0000000000,0.0000000000
517,60.0000000000,70.0000000000,0.0000000000
518,60.0000000000,70.0000000000,0.0000000000
519,60.0000000000,70.0000000000,0.0000000000
520,60.0000000000,70.0000000000,0.0000000000
521,60.0000000000,70.0000000000,0.0000000000
522,60.0000000000,70.0000000000,0.0000000000
523,60.0000000000,70.0000000000,0.0000000000
524,60.0000000000,70.0000000000,0.0000000000
525,60.0000000000,70.0000000000,0.0000000000
526,60.0000000000,70.0000000000,0.0000000000
527,60.0000000000,70.0000000000,0.0000000000
528,60.0000000000,70.0000000000,0.0000000000
529,60.0000000000,70.0000000000,0.0000000000
530,60.0000000000,70.0000000000,0.0000000000
531,60.0000000000,70.0000000000,0.0000000000
532,60.0000000000,70.0000000000,0.0000000000
533,60.0000000000,70.0000000000,0.0000000000
534,60.0000000000,70.0000000000,0.0000000000
535,60.0000000000,70.0000000000,0.0000000000
536,60.0000000000,70.0000000000,0.0000000000
537,60.0000000000,70.0000000000,0.0000000000
538,60.0000000000,70.0000000000,0.0000000000
539,60.0000000000,70.0000000000,0.0000000000
540,60.0000000000,70.0000000000,0.0000000000
541,60.0000000000,70.0000000000,0.0000000000
542,60.0000000000,70.0000000000,0.0000000000
543,60.0000000000,70.0000000000,0.0000000000
544,60.0000000000,70.0000000000,0.0000000000
545,60.0000000000,70.0000000000,0.0000000000
546,60.0000000000,70.0000000000,0.0000000000
547,60.0000000000,70.0000000000,0.0000000000
548,60.0000000000,70.0000000000,0.0000000000
549,60.0000000000,70.0000000000,0.0000000000
550,60.0000000000,70.0000000000,0.0000000000
551,60.0000000000,70.0000000000,0.0000000000
552,60.0000000000,70.0000000000,0.0000000000
553,60.0000000000,70.0000000000,0.0000000000
554,60.0000000000,70.0000000000,0.0000000000
555,60.0000000000,70.0000000000,0.0000000000
556,60.0000000000,70.0000000000,0.0000000000
557,60.0000000000,70.0000000000,0.0000000000
558,60.0000000000,70.0000000000,0.0000000000
559,60.0000000000,70.0000000000,0.0000000000
560,60.0000000000,70.0000000000,0.0000000000
561,60.0000000000,70.0000000000,0.0000000000
562,60.0000000000,70.0000000000,0.0000000000
563,60.0000000000,70.0000000000,0.0000000000
564,60.0000000000,70.0000000000,0.0000000000
565,60.0000000000,70.0000000000,0.0000000000
566,60.0000000000,70.0000000000,0.0000000000
567,60.0000000000,70.0000000000,0.0000000000
568,60.0000000000,70.0000000000,0.0000000000
569,60.0000000000,70.0000000000,0.0000000000
570,60.0000000000,70.0000000000,0.0000000000
571,60.0000000000,70.0000000000,0.0000000000
572,60.0000000000,70.0000000000,0.0000000000
573,60.0000000000,70.0000000000,0.0000000000
574,60.0000000000,70.0000000000,0.0000000000
575,60.0000000000,70.0000000000,0.0000000000
576,60.0000000000,70.0000000000,0.0000000000
577,60.0000000000,70.0000000000,0.0000000000
578,60.0000000000,70.0000000000,0.0000000000
579,60.0000000000,70.0000000000,0.0000000000
580,60.0000000000,70.0000000000,0.0000000000
581,60.0000000000,70.0000000000,0.0000000000
582,60.0000000000,70.0000000000,0.0000000000
583,60.0000000000,70.0000000000,0.0000000000
584,60.0000000000,70.0000000000,0.0000000000
585,60.0000000000,70.0000000000,0.0000000000
586,60.0000000000,70.0000000000,0.0000000000
587,60.0000000000,70.0000000000,0.0000000000
588,60.0000000000,70.0000000000,0.0000000000
589,60.0000000000,70.0000000000,0.0000000000
590,60.0000000000,70.0000000000,0.0000000000
591,60.0000000000,70.0000000000,0.0000000000
592,60.0000000000,70.0000000000,0.0000000000
593,60.0000000000,70.0000000000,0.0000000000
594,60.0000000000,70.0000000000,0.0000000000
595,60.0000000000,70.0000000000,0.0000000000
596,60.0000000000,70.0000000000,0.0000000000
597,60.0000000000,70.0000000000,0.0000000000
598,60.0000000000,70.0000000000,0.0000000000
599,60.0000000000,70.0000000000,0.0000000000
600,60.0000000000,70.0000000000,0.0000000000
601,60.0000000000,70.0000000000,0.0000000000
602,60.0000000000,70.0000000000,0.0000000000
603,60.0000000000,70.0000000000,0.0000000000
604,60.0000000000,70.0000000000,0.0000000000
605,60.0000000000,70.0000000000,0.0000000000
